date,contract,contract month(Week),open,high,low,last,Change,%,volume,settlement_price,open_interest,best_bid,best_ask,historical_high,historical_low
2013/3/5,HNF,201303,25.8,26,25.7,25.8,-0.1,-0.39%,54,25.8,511,25.7,25.8,29.1,21.55
2013/3/5,HNF,201304,25.7,25.95,25.7,25.8,0.05,0.19%,77,25.8,225,25.7,25.8,27.6,25.7
2013/3/5,HNF,201306,-,-,-,-,-,-,-,25.75,7,25.6,25.75,28.85,21.5
2013/3/5,HNF,201309,-,-,-,-,-,-,-,25.75,0,-,25.95,-,-
2013/3/5,HNF,201312,-,-,-,-,-,-,-,25.9,3,-,25.95,27.15,26.5
2013/3/5,HN1,201306,-,-,-,-,-,-,-,25.75,10,-,-,28.35,18.85
2013/3/5,HMF,201303,-,-,-,-,-,-,-,78,22,77.1,78.9,78.2,68.5
2013/3/5,HMF,201304,-,-,-,-,-,-,-,78,11,77,78.9,78,74.2
2013/3/5,HMF,201306,-,-,-,-,-,-,-,78.1,1,-,79.4,74.3,74.3
2013/3/5,HMF,201309,-,-,-,-,-,-,-,78.8,0,-,-,-,-
2013/3/5,HMF,201312,-,-,-,-,-,-,-,78.7,0,-,-,-,-
2013/3/5,HLF,201303,62.8,63.3,62.8,63.3,-0.4,-0.63%,14,63.3,60,63.3,64.1,66,56.8
2013/3/5,HLF,201304,63,63.4,63,63.4,-0.3,-0.47%,20,63.4,57,62.8,64.2,63.9,61.9
2013/3/5,HLF,201306,-,-,-,-,-,-,-,63.1,0,-,64.4,-,-
2013/3/5,HLF,201309,-,-,-,-,-,-,-,63.7,0,-,-,-,-
2013/3/5,HLF,201312,-,-,-,-,-,-,-,63.7,1500,-,-,-,-
2013/3/5,HL1,201306,-,-,-,-,-,-,-,63.1,350,-,-,-,-
2013/3/5,HKF,201303,30.5,30.5,30.4,30.45,-0.1,-0.33%,15,30.45,9,30.45,31.9,31,29.25
2013/3/5,HKF,201304,30.4,30.4,30.4,30.4,0.05,0.16%,5,30.4,6,30.45,31.9,30.4,30.1
2013/3/5,HKF,201306,-,-,-,-,-,-,-,30.25,0,-,32,-,-
2013/3/5,HKF,201309,-,-,-,-,-,-,-,30.45,0,-,-,-,-
2013/3/5,HKF,201312,-,-,-,-,-,-,-,30.6,0,-,-,-,-
2013/3/5,HJF,201303,20.9,21.15,20.85,20.95,0.25,1.21%,55,21.1,124,21,21.15,22.25,14.35
2013/3/5,HIF,201303,25.4,25.65,25.4,25.45,-0.15,-0.59%,30,25.45,385,25.4,25.8,27,20.6
2013/3/5,HIF,201304,25.4,25.6,25.4,25.5,-0.1,-0.39%,19,25.5,294,25.4,25.8,26.85,25
2013/3/5,HIF,201306,-,-,-,-,-,-,-,25.35,11,-,25.75,24.15,20.8
2013/3/5,HIF,201309,-,-,-,-,-,-,-,25.35,2,-,25.85,26.75,25.7
2013/3/5,HIF,201312,-,-,-,-,-,-,-,25.45,0,-,25.85,-,-
2013/3/5,HHF,201303,8.82,8.94,8.82,8.93,0.08,0.90%,24,8.93,290,8.85,8.93,9.57,7.92
2013/3/5,HHF,201304,8.89,8.89,8.89,8.89,0.06,0.68%,5,8.89,209,8.89,9.03,9.49,8.29
2013/3/5,HHF,201306,-,-,-,-,-,-,-,8.96,32,-,-,9.11,7.99
2013/3/5,HHF,201309,-,-,-,-,-,-,-,8.93,0,-,-,-,-
2013/3/5,HHF,201312,-,-,-,-,-,-,-,8.99,5,-,-,8.33,8.16
2013/3/5,HGF,201303,20.4,20.6,20.4,20.45,0,0.00%,35,20.45,136,20.3,20.65,22.05,20.05
2013/3/5,HGF,201304,20.4,20.4,20.4,20.4,0,0.00%,23,20.4,69,20.25,20.65,21.1,20.3
2013/3/5,HGF,201306,-,-,-,-,-,-,-,20.35,0,-,20.65,-,-
2013/3/5,HGF,201309,-,-,-,-,-,-,-,20.45,0,-,20.9,-,-
2013/3/5,HGF,201312,-,-,-,-,-,-,-,20.5,0,-,20.9,-,-
2013/3/5,HFF,201303,11.7,11.75,11.7,11.75,0.15,1.29%,16,11.75,136,11.55,11.8,12.05,11
2013/3/5,HFF,201304,11.7,11.75,11.7,11.75,0.15,1.29%,26,11.75,57,11.55,11.8,11.9,11.55
2013/3/5,HFF,201306,11.75,11.75,11.75,11.75,0.15,1.29%,1,11.75,1,-,11.8,11.75,11.75
2013/3/5,HFF,201309,-,-,-,-,-,-,-,11.75,0,-,11.8,-,-
2013/3/5,HFF,201312,-,-,-,-,-,-,-,11.8,0,-,11.8,-,-
2013/3/5,HEF,201303,15.95,16.6,15.95,16.6,0.7,4.40%,31,16.6,66,16.25,16.7,16.6,11.8
2013/3/5,HEF,201304,15.95,16.4,15.95,16.4,0.4,2.50%,30,16.7,29,16.2,16.7,16.4,14.75
2013/3/5,HEF,201306,-,-,-,-,-,-,-,16.45,0,-,16.7,-,-
2013/3/5,HEF,201309,-,-,-,-,-,-,-,16.6,0,-,16.8,-,-
2013/3/5,HEF,201312,-,-,-,-,-,-,-,16.7,0,-,16.8,-,-
2013/3/5,HDF,201303,29.4,29.4,29.1,29.25,0.35,1.21%,37,29.25,80,28.75,29.55,30,25.7
2013/3/5,HDF,201304,29.35,29.35,29.15,29.15,0.25,0.87%,23,29.15,35,28.6,29.55,29.8,27.85
2013/3/5,HDF,201306,-,-,-,-,-,-,-,29.2,0,-,-,-,-
2013/3/5,HDF,201309,-,-,-,-,-,-,-,29.45,0,-,-,-,-
2013/3/5,HDF,201312,-,-,-,-,-,-,-,29.35,0,-,-,-,-
2013/3/5,HCF,201303,279.5,281,266.5,270,-8.5,-3.05%,1052,270.5,3043,270,270.5,421,190
2013/3/5,HCF,201304,279,279,265,268.5,-9.5,-3.42%,273,268.5,348,268,269,281,265
2013/3/5,HCF,201306,-,-,-,-,-,-,-,269.5,42,264.5,266,310,224
2013/3/5,HCF,201309,260,260,260,260,-10,-3.70%,1,262,162,258,261.5,288.5,224.5
2013/3/5,HCF,201312,-,-,-,-,-,-,-,262.5,38,253,259.5,276.5,255
2013/3/5,HBF,201303,7.01,7.08,7.01,7.04,0.01,0.14%,20,7.04,45,6.98,7.28,8.2,6.25
2013/3/5,HBF,201306,-,-,-,-,-,-,-,7.02,2,-,-,7.39,6.4
2013/3/5,HAF,201303,20.75,21.2,20.75,21.05,0.3,1.45%,28,21.05,56,20.55,21.4,24.05,20.35
2013/3/5,HAF,201304,20.95,21.05,20.95,21,0.35,1.69%,12,21,7,20.35,21.4,21.05,20.55
2013/3/5,HAF,201306,-,-,-,-,-,-,-,21,1,-,21.4,20.8,20.8
2013/3/5,HAF,201309,-,-,-,-,-,-,-,20.9,0,-,21.5,-,-
2013/3/5,HAF,201312,-,-,-,-,-,-,-,21.25,0,-,21.6,-,-
2013/3/5,GZF,201303,25.2,25.2,25.2,25.2,0,0.00%,1,25.2,21,24.75,25.5,32.4,24
2013/3/5,GZF,201304,-,-,-,-,-,-,-,25.15,18,24.7,25.55,26.55,25.1
2013/3/5,GZF,201306,-,-,-,-,-,-,-,25.15,1,-,-,25.15,25.15
2013/3/5,GZF,201309,-,-,-,-,-,-,-,25.25,0,-,-,-,-
2013/3/5,GZF,201312,-,-,-,-,-,-,-,25.4,0,-,-,-,-
2013/3/5,GYF,201303,12.1,12.1,12,12.1,0.15,1.26%,16,11.95,102,11.9,12,12.35,9.56
2013/3/5,GYF,201306,12,12.05,11.95,12,0.05,0.42%,18,12,76,11.9,12,12.35,10.65
2013/3/5,GXF,201303,135.5,135.5,133,134,0,0.00%,33,134,850,133,134,150,123.5
2013/3/5,GXF,201304,134.5,134.5,133,133,-0.5,-0.37%,14,133,30,133,134,140,133
2013/3/5,GXF,201306,134,134,134,134,0.5,0.37%,5,134,17,132,134,134.5,124.5
2013/3/5,GXF,201309,-,-,-,-,-,-,-,133,7,130.5,133,138,126
2013/3/5,GXF,201312,-,-,-,-,-,-,-,132.5,2,129.5,132.5,128.5,125.5
2013/3/5,GWF,201303,63.9,67.1,63.7,66.2,2.4,3.76%,120,66.2,135,66.2,66.5,67.1,44.55
2013/3/5,GWF,201304,63.9,67.1,63.9,65.9,2.2,3.45%,145,65.9,93,65.1,66.5,67.1,59.8
2013/3/5,GWF,201306,-,-,-,-,-,-,-,66.3,0,-,66.9,53.8,53.6
2013/3/5,GWF,201309,-,-,-,-,-,-,-,66.3,0,-,-,-,-
2013/3/5,GWF,201312,-,-,-,-,-,-,-,66.3,0,-,-,-,-
2013/3/5,GVF,201303,-,-,-,-,-,-,-,25.4,22,24.85,25.45,26.85,23.2
2013/3/5,GVF,201304,25.25,25.25,25.25,25.25,-0.15,-0.59%,5,25.25,10,24.8,25.45,25.85,25.2
2013/3/5,GVF,201306,-,-,-,-,-,-,-,25.3,0,-,25.8,-,-
2013/3/5,GVF,201309,-,-,-,-,-,-,-,25.2,0,-,-,-,-
2013/3/5,GVF,201312,-,-,-,-,-,-,-,25.5,0,-,-,-,-
2013/3/5,GUF,201303,32.2,32.2,31.85,31.85,-0.5,-1.55%,7,31.85,73,31.5,32.2,37.25,31.35
2013/3/5,GUF,201304,31.85,31.85,31.85,31.85,-0.45,-1.39%,2,31.85,43,31.35,32.2,35.15,31.6
2013/3/5,GUF,201306,-,-,-,-,-,-,-,32.1,0,-,32.55,-,-
2013/3/5,GUF,201309,-,-,-,-,-,-,-,32,0,-,-,-,-
2013/3/5,GUF,201312,-,-,-,-,-,-,-,32,0,-,-,-,-
2013/3/5,GTF,201303,110.35,111,110.35,111,1.3,1.19%,6,111,87,110.8,112,111.25,95.05
2013/3/5,GTF,201304,110.45,110.45,110.45,110.45,0.6,0.55%,1,111.15,7,110.6,112.2,110.85,109.05
2013/3/5,GTF,201306,-,-,-,-,-,-,-,109.55,0,109.35,112.3,-,-
2013/3/5,GTF,201309,-,-,-,-,-,-,-,107.35,0,104.85,111.25,-,-
2013/3/5,GTF,201312,-,-,-,-,-,-,-,106.05,0,103.35,110.95,-,-
2013/3/5,GSF,201303,95.1,95.1,95.1,95.1,0.8,0.85%,1,95.1,50,95.3,96.5,112,93
2013/3/5,GSF,201304,-,-,-,-,-,-,-,95.1,16,95.3,96.5,98.3,94.3
2013/3/5,GSF,201306,-,-,-,-,-,-,-,95.8,0,-,96.4,-,-
2013/3/5,GSF,201309,-,-,-,-,-,-,-,95,0,-,96.8,-,-
2013/3/5,GSF,201312,-,-,-,-,-,-,-,96.1,0,-,96.8,-,-
2013/3/5,GRF,201303,20.5,20.7,20.5,20.6,0.35,1.73%,36,20.6,58,20.4,20.85,20.7,17.45
2013/3/5,GRF,201304,20.45,20.7,20.45,20.6,0.35,1.73%,36,20.6,38,20.35,20.85,20.7,18.75
2013/3/5,GRF,201306,-,-,-,-,-,-,-,20.45,0,-,-,20.1,18.6
2013/3/5,GRF,201309,-,-,-,-,-,-,-,20.85,0,-,-,-,-
2013/3/5,GRF,201312,-,-,-,-,-,-,-,20.75,0,-,-,-,-
2013/3/5,GQF,201303,-,-,-,-,-,-,-,60.1,7,58.4,62.1,59.7,58.3
2013/3/5,GQF,201304,-,-,-,-,-,-,-,60,5,58.5,62.1,59.4,58.6
2013/3/5,GQF,201306,-,-,-,-,-,-,-,60.5,0,-,62.5,-,-
2013/3/5,GQF,201309,-,-,-,-,-,-,-,60.4,0,-,-,-,-
2013/3/5,GQF,201312,-,-,-,-,-,-,-,60.6,0,-,-,-,-
2013/3/5,GPF,201303,23.8,23.85,23.75,23.8,0.2,0.85%,22,23.8,163,23.65,23.8,24.05,17.7
2013/3/5,GPF,201304,23.65,23.9,23.65,23.85,0.2,0.85%,36,23.85,55,23.6,23.8,23.95,22.35
2013/3/5,GPF,201306,-,-,-,-,-,-,-,23.9,0,-,23.75,-,-
2013/3/5,GPF,201309,-,-,-,-,-,-,-,23.9,0,-,23.8,-,-
2013/3/5,GPF,201312,-,-,-,-,-,-,-,24,0,-,23.8,-,-
2013/3/5,GOF,201303,-,-,-,-,-,-,-,26.5,10,26,26.85,26.75,24.15
2013/3/5,GOF,201304,26.3,26.3,26.2,26.2,-0.1,-0.38%,2,26.4,2,25.45,26.85,26.65,24.8
2013/3/5,GOF,201306,-,-,-,-,-,-,-,26.5,0,-,27.7,-,-
2013/3/5,GOF,201309,-,-,-,-,-,-,-,26.85,0,-,-,-,-
2013/3/5,GOF,201312,-,-,-,-,-,-,-,26.65,0,-,-,-,-
2013/3/5,GNF,201303,9.7,9.71,9.65,9.68,-0.15,-1.53%,58,9.68,79,9.58,9.78,10.6,7.83
2013/3/5,GNF,201304,9.71,9.72,9.65,9.65,-0.12,-1.23%,20,9.65,70,9.54,9.78,9.86,8.96
2013/3/5,GNF,201306,-,-,-,-,-,-,-,9.68,0,-,-,-,-
2013/3/5,GNF,201309,-,-,-,-,-,-,-,9.63,0,-,-,-,-
2013/3/5,GNF,201312,-,-,-,-,-,-,-,9.71,0,-,-,-,-
2013/3/5,GMF,201303,43.55,43.55,43.05,43.15,0.3,0.70%,43,43.15,280,43,43.15,53.4,31.3
2013/3/5,GMF,201304,43.2,43.2,43,43,0.15,0.35%,24,43,38,42.9,43.15,44.05,41.5
2013/3/5,GMF,201306,-,-,-,-,-,-,-,43.4,0,-,43.45,-,-
2013/3/5,GMF,201309,-,-,-,-,-,-,-,43.55,0,-,-,-,-
2013/3/5,GMF,201312,-,-,-,-,-,-,-,43.6,0,-,-,-,-
2013/3/5,GLF,201303,54.4,54.4,54.4,54.4,0.1,0.18%,7,54.4,35,53.4,54.9,59.4,54.1
2013/3/5,GLF,201304,-,-,-,-,-,-,-,54.2,3,53.3,54.9,56.6,54.1
2013/3/5,GLF,201306,-,-,-,-,-,-,-,54.1,0,-,55.2,-,-
2013/3/5,GLF,201309,-,-,-,-,-,-,-,54.2,0,-,-,-,-
2013/3/5,GLF,201312,-,-,-,-,-,-,-,54.4,0,-,-,-,-
2013/3/5,GKF,201303,-,-,-,-,-,-,-,80.1,21,78.2,80,80.3,74.6
2013/3/5,GKF,201304,80.6,80.6,80.6,80.6,1,1.26%,5,80.4,16,77.9,80,80.6,75.4
2013/3/5,GKF,201306,-,-,-,-,-,-,-,80,0,-,80.4,-,-
2013/3/5,GKF,201309,-,-,-,-,-,-,-,80.3,0,-,-,-,-
2013/3/5,GKF,201312,-,-,-,-,-,-,-,80.2,0,-,-,-,-
2013/3/5,GJF,201303,73.2,73.8,73,73.8,-0.9,-1.20%,4,73.8,30,72.4,74.7,75,60.5
2013/3/5,GJF,201304,-,-,-,-,-,-,-,73.8,17,72.1,74.7,74.7,69.8
2013/3/5,GJF,201306,-,-,-,-,-,-,-,74,0,-,75.1,-,-
2013/3/5,GJF,201309,-,-,-,-,-,-,-,73.9,0,-,-,-,-
2013/3/5,GJF,201312,-,-,-,-,-,-,-,73.9,0,-,-,-,-
2013/3/5,GIF,201303,14.3,14.65,14.3,14.55,0.3,2.11%,59,14.55,24,14.55,14.8,14.65,13.6
2013/3/5,GIF,201304,14.25,14.65,14.25,14.55,0.35,2.46%,81,14.55,40,14.6,14.85,14.65,13.8
2013/3/5,GIF,201306,-,-,-,-,-,-,-,14.55,0,-,-,-,-
2013/3/5,GIF,201309,-,-,-,-,-,-,-,14.55,0,-,-,-,-
2013/3/5,GIF,201312,-,-,-,-,-,-,-,14.65,0,-,-,-,-
2013/3/5,GHF,201303,-,-,-,-,-,-,-,26.65,2,25.5,27.75,26.45,25.5
2013/3/5,GHF,201304,-,-,-,-,-,-,-,26.65,0,25.5,27.75,26.25,25.95
2013/3/5,GHF,201306,-,-,-,-,-,-,-,27,0,-,27.9,-,-
2013/3/5,GHF,201309,-,-,-,-,-,-,-,26.9,0,-,-,-,-
2013/3/5,GHF,201312,-,-,-,-,-,-,-,27,0,-,-,-,-
2013/3/5,GGF,201303,27.85,27.85,27.85,27.85,-0.05,-0.18%,1,27.85,49,27.35,28.1,28.45,27.2
2013/3/5,GGF,201304,-,-,-,-,-,-,-,27.95,6,27.1,28.1,27.95,27.9
2013/3/5,GGF,201306,-,-,-,-,-,-,-,27.65,0,-,-,-,-
2013/3/5,GGF,201309,-,-,-,-,-,-,-,27.9,0,-,-,-,-
2013/3/5,GGF,201312,-,-,-,-,-,-,-,28.1,0,-,-,-,-
2013/3/5,GFF,201303,10.3,10.35,10.3,10.3,0.05,0.49%,30,10.3,49,10.2,10.3,12.3,9.99
2013/3/5,GFF,201306,-,-,-,-,-,-,-,10.25,13,10.2,10.25,11.35,10
2013/3/5,GE1,201303,-,-,-,-,-,-,-,41.9,231,-,-,45.9,34.25
2013/3/5,GDF,201304,-,-,-,-,-,-,-,1580,0,1350,1810,-,-
2013/3/5,GDF,201306,-,-,-,-,-,-,-,1591,0,1360,1820,-,-
2013/3/5,GDF,201308,-,-,-,-,-,-,-,1587.5,0,1360,1820,-,-
2013/3/5,GDF,201310,-,-,-,-,-,-,-,1589,0,1360,1820,-,-
2013/3/5,GDF,201312,-,-,-,-,-,-,-,1592,0,1360,1820,-,-
2013/3/5,GDF,201402,-,-,-,-,-,-,-,1584.2,0,1350,1820,-,-
2013/3/5,GCF,201303,80.5,80.6,79.6,80.6,0.3,0.37%,45,80.6,148,80.4,80.6,90.4,79.6
2013/3/5,GCF,201304,80.5,80.5,79.6,80.5,0.1,0.12%,30,80.5,34,80.3,80.5,85.1,79.6
2013/3/5,GCF,201306,-,-,-,-,-,-,-,80.6,1,76.7,80.5,87.9,87.9
2013/3/5,GCF,201309,-,-,-,-,-,-,-,80.7,0,-,80.7,-,-
2013/3/5,GCF,201312,-,-,-,-,-,-,-,80.7,0,-,80.7,-,-
2013/3/5,GC1,201303,-,-,-,-,-,-,-,80.6,3,80.2,80.7,106.5,82.5
2013/3/5,GBF,201303,-,-,-,-,-,-,-,114.95,0,-,-,-,-
2013/3/5,GBF,201306,-,-,-,-,-,-,-,115.375,0,-,-,-,-
2013/3/5,GBF,201309,-,-,-,-,-,-,-,114.835,0,-,-,-,-
2013/3/5,GAF,201303,59.1,59.9,59.1,59.9,0.7,1.18%,2,59.9,29,59.2,60.3,67.5,58.1
2013/3/5,GAF,201304,-,-,-,-,-,-,-,59.8,6,59.2,60.1,60.3,58.6
2013/3/5,GAF,201306,-,-,-,-,-,-,-,59.8,0,-,60.3,-,-
2013/3/5,GAF,201309,-,-,-,-,-,-,-,59.8,0,-,-,-,-
2013/3/5,GAF,201312,-,-,-,-,-,-,-,60,0,-,-,-,-
2013/3/5,FZF,201303,5.85,6.11,5.85,5.97,0.12,2.05%,163,5.97,323,5.91,6.12,6.26,3.64
2013/3/5,FYF,201303,12.15,12.15,12.15,12.15,0,0.00%,5,12.15,69,11.85,12.3,12.5,11.5
2013/3/5,FYF,201304,12.15,12.2,12.15,12.15,0.05,0.41%,25,12.15,77,11.8,12.3,12.3,11.9
2013/3/5,FYF,201306,12,12,12,12,0.05,0.42%,2,12,6,-,-,12.1,12
2013/3/5,FYF,201309,-,-,-,-,-,-,-,12.2,0,-,-,-,-
2013/3/5,FYF,201312,-,-,-,-,-,-,-,12.2,0,-,-,-,-
2013/3/5,FWF,201303,-,-,-,-,-,-,-,18.3,28,18.05,18.55,19.1,18.15
2013/3/5,FWF,201304,18.2,18.3,18.2,18.3,0,0.00%,15,18.3,25,17.95,18.55,18.35,18.15
2013/3/5,FWF,201306,-,-,-,-,-,-,-,18.2,1,-,-,18.2,18.2
2013/3/5,FWF,201309,-,-,-,-,-,-,-,18.05,0,-,-,-,-
2013/3/5,FWF,201312,-,-,-,-,-,-,-,18.4,0,-,-,-,-
2013/3/5,FVF,201303,10.2,10.2,10.05,10.05,-0.05,-0.50%,56,10.05,109,9.8,10.25,10.2,9.24
2013/3/5,FVF,201304,10.2,10.2,10.05,10.05,-0.05,-0.50%,118,10.05,128,9.73,10.25,10.2,9.77
2013/3/5,FVF,201306,10.1,10.1,10.1,10.1,-0.1,-0.98%,1,10.1,1,-,-,10.1,10.1
2013/3/5,FVF,201309,10.3,10.3,10.1,10.1,0,0.00%,24,10.1,24,-,-,10.3,10
2013/3/5,FVF,201312,10.25,10.25,10.15,10.15,-0.05,-0.49%,22,10.15,22,-,-,10.25,10.15
2013/3/5,FUF,201303,11.1,11.2,11.1,11.2,0.1,0.90%,21,11.2,74,11,11.5,11.45,10.2
2013/3/5,FUF,201304,11.05,11.2,11.05,11.2,0.1,0.90%,46,11.2,122,10.95,11.5,11.45,11.05
2013/3/5,FUF,201306,-,-,-,-,-,-,-,11.1,0,-,-,-,-
2013/3/5,FUF,201309,-,-,-,-,-,-,-,11.2,0,-,-,-,-
2013/3/5,FUF,201312,-,-,-,-,-,-,-,11.1,0,-,-,-,-
2013/3/5,FTF,201303,11,11.45,11,11.4,0.4,3.64%,75,11.4,112,11.05,11.4,12.05,10.9
2013/3/5,FTF,201304,11,11.35,11,11.35,0.4,3.65%,40,11.35,22,11,11.4,11.35,10.95
2013/3/5,FTF,201306,-,-,-,-,-,-,-,11.35,0,-,11.4,-,-
2013/3/5,FTF,201309,-,-,-,-,-,-,-,11.45,0,-,11.45,-,-
2013/3/5,FTF,201312,11.45,11.45,11.45,11.45,0.5,4.57%,1,11.45,1,-,11.45,11.45,11.45
2013/3/5,FRF,201303,112.5,112.5,112.5,112.5,1,0.90%,2,112.5,16,109.5,113.5,116,91.7
2013/3/5,FRF,201304,112.5,112.5,112.5,112.5,1,0.90%,2,112.5,12,109.5,113,113.5,110
2013/3/5,FRF,201306,-,-,-,-,-,-,-,112.5,0,-,-,-,-
2013/3/5,FRF,201309,-,-,-,-,-,-,-,114,0,-,-,-,-
2013/3/5,FRF,201312,-,-,-,-,-,-,-,114,0,-,-,-,-
2013/3/5,FQF,201303,45.75,45.95,45.75,45.95,0.3,0.66%,2,45.95,18,45.3,46.35,46,39.9
2013/3/5,FQF,201304,-,-,-,-,-,-,-,45.95,8,45.15,46.4,45.4,43.75
2013/3/5,FQF,201306,-,-,-,-,-,-,-,45.7,0,-,46.6,-,-
2013/3/5,FQF,201309,-,-,-,-,-,-,-,45.9,0,-,-,-,-
2013/3/5,FQF,201312,-,-,-,-,-,-,-,46,0,-,-,-,-
2013/3/5,FPF,201303,25.35,26.75,25.35,26.75,1.75,7.00%,30,26.75,56,26.75,-,26.75,19.95
2013/3/5,FPF,201304,25.6,26.75,25.6,26.7,1.7,6.80%,64,26.7,88,26.7,-,26.75,23.45
2013/3/5,FPF,201306,-,-,-,-,-,-,-,26.8,1,-,-,24.8,24.8
2013/3/5,FPF,201309,-,-,-,-,-,-,-,26.75,750,-,-,24.8,24.75
2013/3/5,FPF,201312,-,-,-,-,-,-,-,26.75,0,-,-,-,-
2013/3/5,FOF,201303,27.75,27.75,27.7,27.75,-0.05,-0.18%,3,27.75,19,27.35,28.05,28.35,25.6
2013/3/5,FOF,201304,27.75,27.8,27.7,27.8,0.35,1.28%,24,27.8,65,27.3,28.1,28.2,27.45
2013/3/5,FOF,201306,-,-,-,-,-,-,-,27.65,0,-,-,-,-
2013/3/5,FOF,201309,-,-,-,-,-,-,-,27.6,0,-,-,-,-
2013/3/5,FOF,201312,-,-,-,-,-,-,-,27.85,0,-,-,-,-
2013/3/5,FNF,201303,53.9,54.1,53.8,54.1,0.1,0.19%,7,54.1,165,53.7,54.5,55.4,52.8
2013/3/5,FNF,201304,-,-,-,-,-,-,-,54.1,17,53.7,54.5,55,52.8
2013/3/5,FNF,201306,-,-,-,-,-,-,-,54.3,0,-,54.9,-,-
2013/3/5,FNF,201309,-,-,-,-,-,-,-,54.7,0,-,-,-,-
2013/3/5,FNF,201312,-,-,-,-,-,-,-,54.7,0,-,-,-,-
2013/3/5,FMF,201303,-,-,-,-,-,-,-,21.9,14,21.45,22.1,22.3,20.5
2013/3/5,FMF,201304,-,-,-,-,-,-,-,21.9,10,21.35,22.1,21.8,21.7
2013/3/5,FMF,201306,-,-,-,-,-,-,-,22,4,-,22.25,22.25,21.3
2013/3/5,FMF,201309,-,-,-,-,-,-,-,21.85,0,-,-,-,-
2013/3/5,FMF,201312,-,-,-,-,-,-,-,22.15,0,-,-,-,-
2013/3/5,FLF,201303,45.45,46.85,45,46.85,1.5,3.31%,30,46.85,111,46.45,47.55,46.9,36.55
2013/3/5,FLF,201304,45.5,46.85,45,46.85,1.25,2.74%,22,46.85,30,46.4,47.6,46.95,42.95
2013/3/5,FLF,201306,-,-,-,-,-,-,-,47.3,0,-,47.8,-,-
2013/3/5,FLF,201309,-,-,-,-,-,-,-,47.15,0,-,-,-,-
2013/3/5,FLF,201312,-,-,-,-,-,-,-,47.1,0,-,-,-,-
2013/3/5,FKF,201303,80.8,81,80.8,80.9,-0.2,-0.25%,32,81.7,68,80.4,81.5,81.6,72.9
2013/3/5,FKF,201304,80.6,81.5,80.6,81.5,-0.1,-0.12%,13,81.5,34,80.2,81.5,81.6,76.8
2013/3/5,FKF,201306,-,-,-,-,-,-,-,81,0,-,81.4,-,-
2013/3/5,FKF,201309,-,-,-,-,-,-,-,81.8,0,-,81.8,-,-
2013/3/5,FKF,201312,-,-,-,-,-,-,-,81.2,0,-,81.8,-,-
2013/3/5,FK1,201303,-,-,-,-,-,-,-,81.7,1266,80.4,82,80.9,72.5
2013/3/5,FJF,201303,31.8,31.95,31.8,31.95,0,0.00%,4,31.95,29,31.75,32.2,33.3,31.55
2013/3/5,FJF,201304,31.9,31.9,31.8,31.85,-0.1,-0.31%,18,31.85,80,31.65,32.2,33.4,31.8
2013/3/5,FJF,201306,-,-,-,-,-,-,-,32.15,0,-,32.4,-,-
2013/3/5,FJF,201309,-,-,-,-,-,-,-,32.1,0,-,-,-,-
2013/3/5,FJF,201312,-,-,-,-,-,-,-,32.35,0,-,-,-,-
2013/3/5,FIF,201303,60.1,60.1,60.1,60.1,-0.3,-0.50%,1,60.1,4,59.2,60.5,62.3,57.3
2013/3/5,FIF,201304,60,60,59.8,60,-0.5,-0.83%,5,60,4,59.3,61.2,60,59.8
2013/3/5,FIF,201306,-,-,-,-,-,-,-,60.9,0,-,-,67.8,67.8
2013/3/5,FIF,201309,-,-,-,-,-,-,-,60.6,0,-,-,-,-
2013/3/5,FIF,201312,-,-,-,-,-,-,-,60.5,0,-,-,-,-
2013/3/5,FHF,201303,33.85,33.85,33.85,33.85,-0.1,-0.29%,1,34.1,47,33.7,34.45,35.9,33.85
2013/3/5,FHF,201304,-,-,-,-,-,-,-,34.05,6,33.6,34.45,34.5,33.9
2013/3/5,FHF,201306,-,-,-,-,-,-,-,34.35,1,-,34.65,35.85,35.85
2013/3/5,FHF,201309,-,-,-,-,-,-,-,34.55,0,-,-,-,-
2013/3/5,FHF,201312,-,-,-,-,-,-,-,34.15,0,-,-,-,-
2013/3/5,FGF,201303,-,-,-,-,-,-,-,196,1,192.5,198.5,197,189
2013/3/5,FGF,201304,-,-,-,-,-,-,-,197,0,192,199,-,-
2013/3/5,FGF,201306,-,-,-,-,-,-,-,199,0,-,-,-,-
2013/3/5,FGF,201309,-,-,-,-,-,-,-,199.5,0,-,-,-,-
2013/3/5,FGF,201312,-,-,-,-,-,-,-,199,0,-,-,-,-
2013/3/5,FFF,201303,248,248.5,242.5,244.5,-1.5,-0.61%,35,244.5,203,244,245.5,254,177.5
2013/3/5,FFF,201304,245.5,245.5,242,244,-1,-0.41%,15,244,28,242.5,245,250,236.5
2013/3/5,FFF,201306,-,-,-,-,-,-,-,242.5,2,234,245.5,242,200
2013/3/5,FFF,201309,-,-,-,-,-,-,-,245.5,0,-,245.5,234,229
2013/3/5,FFF,201312,-,-,-,-,-,-,-,245.5,4,-,245.5,224.5,207
2013/3/5,FEF,201303,14.7,14.7,14.65,14.65,0,0.00%,10,14.65,38,14.6,14.7,16.05,14
2013/3/5,FEF,201306,-,-,-,-,-,-,-,14.55,8,14.55,14.6,15.7,14.6
2013/3/5,FEF,201309,-,-,-,-,-,-,-,14.8,0,-,-,-,-
